lab,A1C,glucose,site,c_name,c_totalnum,c_basecode
,,,,Glucose 1.5H p Lac PO SerPl-sCnc (40278-4),0,LOINC:40278-4
,,,,Glucose 2H p Lac PO SerPl-sCnc (40279-2),0,LOINC:40279-2
,,,,Glucose 3H p Lac PO SerPl-sCnc (40280-0),0,LOINC:40280-0
,,,,Glucose 75M p Glc SerPl-sCnc (40285-9),0,LOINC:40285-9
,,,,Glucose 105M p Glc SerPl-sCnc (40286-7),0,LOINC:40286-7
,,,,Glucose 1H p meal SerPl-sCnc (40287-5),0,LOINC:40287-5
,,,,Glucose pre Triple Bolus SerPl-sCnc (40318-8),0,LOINC:40318-8
,,,,Glucose 15M p Triple Bolus SerPl-sCnc (40319-6),0,LOINC:40319-6
,,,,Glucose 30M p Triple Bolus SerPl-sCnc (40320-4),0,LOINC:40320-4
,,,,Glucose 45M p Triple Bolus SerPl-sCnc (40321-2),0,LOINC:40321-2
,,,,Glucose 1H p Triple Bolus SerPl-sCnc (40322-0),0,LOINC:40322-0
,,,,Glucose 2H p Triple Bolus SerPl-sCnc (40323-8),0,LOINC:40323-8
,,,,Glucose 3H p Triple Bolus SerPl-sCnc (40324-6),0,LOINC:40324-6
,,,,Glucose 24H Fld-sRate (40366-7),0,LOINC:40366-7
,,,,Glucose/creat Ur-Rto (40488-9),0,LOINC:40488-9
,,,,Glucose sp1 p chal Ur Strip-mCnc (40849-2),0,LOINC:40849-2
,,,,Glucose sp2 p chal Ur Strip-mCnc (40850-0),0,LOINC:40850-0
,,,,Glucose BS BldC-mCnc (40858-3),0,LOINC:40858-3
,,,,Glucose sp1 XXX-mCnc (40874-0),0,LOINC:40874-0
,,,,Glucose sp3 XXX-mCnc (40875-7),0,LOINC:40875-7
,,,,Glucose 2H p 50 g Glu PO SerPl-mCnc (41024-1),0,LOINC:41024-1
,,fasting,,Glucose p fast BldC Glucomtr-mCnc (41604-0),0,LOINC:41604-0
,,,,Glucose BldA-mCnc (41651-1),0,LOINC:41651-1
,,,,Glucose BldV-mCnc (41652-9),0,LOINC:41652-9
,,,,Glucose BldC Glucomtr-mCnc (41653-7),54163,LOINC:41653-7
,,,,Model Cd Glucose Mtr Dev (41898-8),0,LOINC:41898-8
,,,,Glucose 3H p Lac PO Ur-mCnc (42604-9),0,LOINC:42604-9
,,,,Glucose 6H p Lac PO Ur-mCnc (42609-8),0,LOINC:42609-8
,,,,Glucose 1H p Lac PO Ur-mCnc (42611-4),0,LOINC:42611-4
,,,,Glucose 2H p Lac PO Ur-mCnc (42613-0),0,LOINC:42613-0
,,,,Glucose 30M p Lac PO Ur-mCnc (42615-5),0,LOINC:42615-5
,,,,Glucose 4H p Lac PO Ur-mCnc (42629-6),0,LOINC:42629-6
,,,,Glucose 5H p Lac PO Ur-mCnc (42631-2),0,LOINC:42631-2
,,,,Glucose PO Dose (4269-7),0,LOINC:4269-7
,,,,Glucose 2H p meal Mlk-mCnc (43278-1),0,LOINC:43278-1
,,,,Glucose/Insulin SerPl-mRto (43740-0),0,LOINC:43740-0
,,,,Glucose 1.5H p meal SerPl-sCnc (44919-9),0,LOINC:44919-9
,,,,Glucose 12 AM SerPl-sCnc (45052-8),0,LOINC:45052-8
,,,,Glucose 8 AM SerPl-sCnc (45053-6),0,LOINC:45053-6
,,,,Glucose 12 PM SerPl-sCnc (45054-4),0,LOINC:45054-4
,,,,Glucose 4 PM SerPl-sCnc (45055-1),0,LOINC:45055-1
,,,,Glucose 8 PM SerPl-sCnc (45056-9),0,LOINC:45056-9
,,,,Glucose sp3 p chal Ur Strip-mCnc (45204-5),0,LOINC:45204-5
,,,,Glucose sp4 p chal Ur Strip-mCnc (45205-2),0,LOINC:45205-2
,,,,Glucose sp5 p chal Ur Strip-mCnc (45206-0),0,LOINC:45206-0
,,,,Glucose 24H Dial fld-sCnc (45297-9),0,LOINC:45297-9
,,,,Glucose 2.5H p 50 g Lac PO SerPl-sCnc (45298-7),0,LOINC:45298-7
,,,,Glucose 45M p Lac PO SerPl-sCnc (45299-5),0,LOINC:45299-5
,,,,Glucose 2H spec Dial fld-sCnc (46221-8),0,LOINC:46221-8
,,,,Glucose 4H spec Dial fld-sCnc (46222-6),0,LOINC:46222-6
,,,,Glucose Overnight Dial fld-sCnc (46223-4),0,LOINC:46223-4
,,,,Glucose Stl-sCnc (47620-0),0,LOINC:47620-0
,,,,Glucose IV Dose (47621-8),0,LOINC:47621-8
,,,,Glucose pre Glc SerPl-sCnc (47622-6),0,LOINC:47622-6
,,,,Glucose 5M p Glc SerPl-sCnc (47859-4),0,LOINC:47859-4
,,,,Glucose BldCo-sCnc (47995-6),0,LOINC:47995-6
,,,,Glucose Stl-mCnc (48036-8),0,LOINC:48036-8
,,,,Glucose 15M pre glc SerPl-sCnc (48109-3),0,LOINC:48109-3
,,,,Glucose 1H p fructose PO SerPl-mCnc (48605-0),0,LOINC:48605-0
,,,,Glucose Pre fructose PO SerPl-mCnc (48606-8),0,LOINC:48606-8
,,,,Glucose 30M p fructose PO SerPl-mCnc (48607-6),0,LOINC:48607-6
,,,,Glucose 24H p PD Prt-mCnc (48787-6),0,LOINC:48787-6
,,,,Glucose 5H p 50 g Glu PO SerPl-mCnc (48810-6),0,LOINC:48810-6
,,,,Glucose 20M pre chal SerPl-mCnc (48983-1),0,LOINC:48983-1
,,,,Glucose 10M p Glc SerPl-mCnc (48984-9),0,LOINC:48984-9
,,,,Glucose 20M p Glc SerPl-mCnc (48985-6),0,LOINC:48985-6
,,,,Glucose 8 AM SerPl-mCnc (48986-4),0,LOINC:48986-4
,,,,Glucose 12 PM SerPl-mCnc (48988-0),0,LOINC:48988-0
,,,,Glucose 6 PM SerPl-mCnc (48989-8),0,LOINC:48989-8
,,,,Glucose 8 PM SerPl-mCnc (48990-6),0,LOINC:48990-6
,,,,Glucose 10 PM SerPl-mCnc (48991-4),0,LOINC:48991-4
,,,,Glucose 12 AM SerPl-mCnc (48992-2),0,LOINC:48992-2
,,,,Glucose 3 AM SerPl-mCnc (48993-0),0,LOINC:48993-0
,,,,Glucose 6 AM SerPl-mCnc (48994-8),0,LOINC:48994-8
,,,,Glucose 2H p Glc Bld-mCnc (49134-0),0,LOINC:49134-0
,,,,Glucose sp1 SerPl-mCnc (50206-2),0,LOINC:50206-2
,,,,Glucose sp7 SerPl-mCnc (50207-0),0,LOINC:50207-0
,,,,Glucose sp10 SerPl-mCnc (50208-8),0,LOINC:50208-8
,,,,Glucose sp2 SerPl-mCnc (50212-0),0,LOINC:50212-0
,,,,Glucose sp3 SerPl-mCnc (50213-8),0,LOINC:50213-8
,,,,Glucose sp4 SerPl-mCnc (50214-6),0,LOINC:50214-6
,,,,Glucose sp5 SerPl-mCnc (50215-3),0,LOINC:50215-3
,,,,Glucose sp6 SerPl-mCnc (50216-1),0,LOINC:50216-1
,,,,Glucose sp8 SerPl-mCnc (50217-9),0,LOINC:50217-9
,,,,Glucose sp9 SerPl-mCnc (50218-7),0,LOINC:50218-7
,,,,Glucose Ur Ql Strip.auto (50555-2),0,LOINC:50555-2
,,,,Glucose 15M p 0.1 U/kg Ins SerPl-mCnc (50751-7),0,LOINC:50751-7
,,,,Sodium Glucose cor SerPl-sCnc (51419-0),0,LOINC:51419-0
,,,,Glucose pre/p chal SerPl-sCnc (51426-5),0,LOINC:51426-5
,,,,Glucose Stl Ql (51595-7),0,LOINC:51595-7
,,,,Glucose BldC-sCnc (51596-5),0,LOINC:51596-5
,,,,Glucose 1H p 75 g Glc PO SerPl-sCnc (51597-3),0,LOINC:51597-3
,,,,Glucose 2.5H p fructose PO SerPl-mCnc (51766-4),0,LOINC:51766-4
,,,,Glucose 1.5H p fructose PO SerPl-mCnc (51767-2),0,LOINC:51767-2
,,,,Glucose 3H p fructose PO SerPl-mCnc (51768-0),0,LOINC:51768-0
,,,,Glucose 2H p fructose PO SerPl-mCnc (51769-8),0,LOINC:51769-8
,,,,Glucose pre-meal SerPl-mCnc (53049-3),0,LOINC:53049-3
,,,,Glucose TPN-mCnc (53050-1),0,LOINC:53050-1
,,,,Glucose Fld.NB-sCnc (53084-0),0,LOINC:53084-0
,,,,Glucose p chal SerPl-sCnc (53093-1),0,LOINC:53093-1
,,,,Glucose p meal SerPl-sCnc (53094-9),0,LOINC:53094-9
,,,,Glucose p fast Ur-sCnc (53114-5),0,LOINC:53114-5
,,,,Glucose Ur Strip.auto-mCnc (53328-1),99785,LOINC:53328-1
,,,,Glucose 4 AM specimen SerPl-sCnc (53474-3),0,LOINC:53474-3
,,,,Glucose pre betaxolol SerPl-sCnc (53475-0),0,LOINC:53475-0
,,,,Glucose 2H p betaxolol SerPl-sCnc (53476-8),0,LOINC:53476-8
,,,,Glucose 2.5H p betaxolol SerPl-sCnc (53480-0),0,LOINC:53480-0
,,,,Glucose 15M pre betaxolol SerPl-sCnc (53481-8),0,LOINC:53481-8
,,,,Glucose 3H p betaxolol SerPl-sCnc (53482-6),0,LOINC:53482-6
,,,,Glucose 30M p betaxolol SerPl-sCnc (53483-4),0,LOINC:53483-4
,,,,Glucose 30M pre betaxolol SerPl-sCnc (53484-2),0,LOINC:53484-2
,,,,Glucose 45M p betaxolol SerPl-sCnc (53485-9),0,LOINC:53485-9
,,,,Glucose 1H p betaxolol SerPl-sCnc (53486-7),0,LOINC:53486-7
,,,,Glucose 1.5H p betaxolol SerPl-sCnc (53487-5),0,LOINC:53487-5
,,random,,Est. average glucose Bld gHb Est-sCnc (53553-4),0,LOINC:53553-4
,,,,Glucose tetrasaccharide/creat Ur-sRto (53868-6),0,LOINC:53868-6
,,,,Glucose 20M p 50 g lac PO SerPl-mCnc (53928-8),0,LOINC:53928-8
,,,,Glucose 40M p 50 g lac PO SerPl-mCnc (53929-6),0,LOINC:53929-6
,,,,Glucose 10M pre Gc SerPl-sCnc (54248-0),0,LOINC:54248-0
,,,,Glucose 15M p Gc SerPl-sCnc (54249-8),0,LOINC:54249-8
,,,,Glucose 15M pre Gc SerPl-sCnc (54250-6),0,LOINC:54250-6
,,,,Glucose 20M p Gc SerPl-sCnc (54251-4),0,LOINC:54251-4
,,,,Glucose 2M p Gc SerPl-sCnc (54252-2),0,LOINC:54252-2
,,,,Glucose 4M p Gc SerPl-sCnc (54253-0),0,LOINC:54253-0
,,,,Glucose 5M pre Gc SerPl-sCnc (54254-8),0,LOINC:54254-8
,,,,Glucose 6M p Gc SerPl-sCnc (54255-5),0,LOINC:54255-5
,,,,Glucose 8M p Gc SerPl-sCnc (54256-3),0,LOINC:54256-3
,,,,Glucose pre Ins IV SerPl-sCnc (54257-1),0,LOINC:54257-1
,,,,Glucose 2H p Ins IV SerPl-sCnc (54258-9),0,LOINC:54258-9
,,,,Glucose 2.5H p Ins IV SerPl-sCnc (54259-7),0,LOINC:54259-7
,,,,Glucose 15M p Ins IV SerPl-sCnc (54260-5),0,LOINC:54260-5
,,,,Glucose 15M pre Ins IV SerPl-sCnc (54261-3),0,LOINC:54261-3
,,,,Glucose 3H pre Ins IV SerPl-sCnc (54262-1),0,LOINC:54262-1
,,,,Glucose 30M p Ins IV SerPl-sCnc (54263-9),0,LOINC:54263-9
,,,,Glucose 45M p Ins IV SerPl-sCnc (54264-7),0,LOINC:54264-7
,,,,Glucose 1H p Ins IV SerPl-sCnc (54265-4),0,LOINC:54265-4
,,,,Glucose 1.3H p Ins IV SerPl-sCnc (54266-2),0,LOINC:54266-2
,,,,Glucose 1.5H p Ins IV SerPl-sCnc (54267-0),0,LOINC:54267-0
,,,,Glucose pre OKG SerPl-sCnc (54268-8),0,LOINC:54268-8
,,,,Glucose 2H p OKG SerPl-sCnc (54269-6),0,LOINC:54269-6
,,,,Glucose 2.5H p OKG SerPl-sCnc (54270-4),0,LOINC:54270-4
,,,,Glucose 15M p OKG SerPl-sCnc (54271-2),0,LOINC:54271-2
,,,,Glucose 15M pre OKG SerPl-sCnc (54272-0),0,LOINC:54272-0
,,,,Glucose 3H p OKG SerPl-sCnc (54273-8),0,LOINC:54273-8
,,,,Glucose 30M p OKG SerPl-sCnc (54274-6),0,LOINC:54274-6
,,,,Glucose 45M p OKG SerPl-sCnc (54275-3),0,LOINC:54275-3
,,,,Glucose 1H p OKG SerPl-sCnc (54276-1),0,LOINC:54276-1
,,,,Glucose 1.5H p OKG SerPl-sCnc (54277-9),0,LOINC:54277-9
,,,,Glucose sp1 p chal SerPl-sCnc (54392-6),0,LOINC:54392-6
,,,,Glucose sp10 p chal SerPl-sCnc (54393-4),0,LOINC:54393-4
,,,,Glucose sp11 p chal SerPl-sCnc (54394-2),0,LOINC:54394-2
,,,,Glucose sp12 p chal SerPl-sCnc (54395-9),0,LOINC:54395-9
,,,,Glucose sp2 p chal SerPl-sCnc (54396-7),0,LOINC:54396-7
,,,,Glucose sp3 p chal SerPl-sCnc (54397-5),0,LOINC:54397-5
,,,,Glucose sp4 p chal SerPl-sCnc (54398-3),0,LOINC:54398-3
,,,,Glucose sp9 p chal SerPl-sCnc (54399-1),0,LOINC:54399-1
,,,,Glucose pre Gc SerPl-sCnc (54400-7),0,LOINC:54400-7
,,,,Glucose 10M p Gc SerPl-sCnc (54401-5),0,LOINC:54401-5
,,,,Glucose Wat-mCnc (54486-6),0,LOINC:54486-6
,,,,Glucose Wat-sCnc (54487-4),0,LOINC:54487-4
,,,,Glucose p dialysis SerPl-sCnc (54495-7),0,LOINC:54495-7
,,,,Glucose sp5 p chal SerPl-sCnc (54496-5),0,LOINC:54496-5
,,,,Glucose sp6 p chal SerPl-sCnc (54497-3),0,LOINC:54497-3
,,,,Glucose sp7 p chal SerPl-sCnc (54498-1),0,LOINC:54498-1
,,,,Glucose sp8 p chal SerPl-sCnc (54499-9),0,LOINC:54499-9
,,,,Glucose 1.5H p 75 g Glc PO SerPl-sCnc (55351-1),0,LOINC:55351-1
,,,,Glucose 45M p 75 g Glc PO SerPl-sCnc (55352-9),0,LOINC:55352-9
,,,,Glucose 2.5H p 75 g Glc PO SerPl-sCnc (55381-8),0,LOINC:55381-8
,,,,Glucose 24H Stl-mRate (55860-1),0,LOINC:55860-1
,,,,Glucose 1H p meal Ur-mCnc (56124-1),0,LOINC:56124-1
,,,,Glucose 4H p PD DiafP-mCnc (56160-5),0,LOINC:56160-5
,,,,Glucose 2.7H p chal SerPl-mCnc (56751-1),0,LOINC:56751-1
,,,,Glucose/creat 24H Ur-mRto (57004-4),0,LOINC:57004-4
,,,,Glucose 1M p chal SerPl-mCnc (57350-1),0,LOINC:57350-1
,,,,Glucose Stl Post hydrolysis-mCnc (57797-3),0,LOINC:57797-3
,,,,Glucose Ur Strip-mCnc (5792-7),0,LOINC:5792-7
,,,,Glucose 3H p 75 g Glc PO Ur-mCnc (57970-6),0,LOINC:57970-6
,,,,Glucose 4sp p Lact SerPl-mCnc (57971-4),0,LOINC:57971-4
,,,,Glucose 5sp p Lact SerPl-mCnc (57972-2),0,LOINC:57972-2
,,,,Glucose 18H Ur-mRate (58997-8),0,LOINC:58997-8
,,,,Glucose Bld Ql Strip (5914-7),0,LOINC:5914-7
,,,,Glucose Ur Strip.auto-sCnc (59156-0),0,LOINC:59156-0
,,,,Glucose pre Lac PO SerPl-sCnc (59157-8),0,LOINC:59157-8
,,,,Glucose 30M p chal SerPl-Sdiff (59791-4),0,LOINC:59791-4
,,,,Glucose 1H p chal SerPl-Sdiff (59792-2),0,LOINC:59792-2
,,,,Glucose 1.5H p chal SerPl-Sdiff (59793-0),0,LOINC:59793-0
,,,,Glucose 2H p chal SerPl-Sdiff (59794-8),0,LOINC:59794-8
,,,,Glucose 3H p chal SerPl-Sdiff (59795-5),0,LOINC:59795-5
,,,,Glucose 4H p chal SerPl-Sdiff (59796-3),0,LOINC:59796-3
,,,,Glucose 5H p chal SerPl-Sdiff (59797-1),0,LOINC:59797-1
,,,,Glucose 11 AM SerPl-sCnc (59812-8),0,LOINC:59812-8
,,,,Glucose 7 AM BldC Glucomtr-sCnc (59813-6),0,LOINC:59813-6
,,,,Glucose 7 AM SerPl-sCnc (59814-4),0,LOINC:59814-4
,,,,Glucose 3 PM SerPl-sCnc (59815-1),0,LOINC:59815-1
,,,,Glucose Amn-mCnc (6300-8),0,LOINC:6300-8
,,,,Glucose 2H p meal Bld-mCnc (6689-4),0,LOINC:6689-4
,,,,Glucose 1H p 50 g Lac PO Ur Ql Strip (6747-0),0,LOINC:6747-0
,,,,Glucose 1H p 75 g Glc PO Ur Ql Strip (6748-8),0,LOINC:6748-8
,,,,Glucose 2.5H p 75 g Glc PO SerPl-mCnc (6749-6),0,LOINC:6749-6
,,,,Glucose 2H p 50 g Lac PO Ur Ql Strip (6750-4),0,LOINC:6750-4
,,,,Glucose 2H p 75 g Glc PO Ur Ql Strip (6751-2),0,LOINC:6751-2
,,,,Glucose 3.5H p 75 g Glc PO SerPl-mCnc (6752-0),0,LOINC:6752-0
,,,,Glucose 30M p 50 g Lac PO Ur Ql Strip (6753-8),0,LOINC:6753-8
,,,,Glucose 30M p 75 g Glc PO Ur Ql Strip (6754-6),0,LOINC:6754-6
,,,,Glucose 3H p 75 g Glc PO Ur Ql Strip (6755-3),0,LOINC:6755-3
,,,,Glucose 4.5H p 75 g Glc PO SerPl-mCnc (6756-1),0,LOINC:6756-1
,,,,Glucose 4H p 75 g Glc PO Ur Ql Strip (6757-9),0,LOINC:6757-9
,,,,Glucose 5H p 75 g Glc PO Ur Ql Strip (6758-7),0,LOINC:6758-7
,,,,Glucose 6H p 75 g Glc PO Ur Ql Strip (6759-5),0,LOINC:6759-5
,,,,Glucose 6H p 75 g Glc PO SerPl-mCnc (6760-3),0,LOINC:6760-3
,,,,Glucose 1.5H p 50 g Lac PO Ur Ql Strip (6761-1),0,LOINC:6761-1
,,,,Glucose 1.5H p 50 g Lac PO SerPl-mCnc (6762-9),0,LOINC:6762-9
,,,,Glucose 1.5H p 75 g Glc PO Ur Ql Strip (6763-7),0,LOINC:6763-7
,,,,Glucose p fast Ur Ql Strip (6764-5),0,LOINC:6764-5
,,,,PB Glucose SerPl-mCnc (6883-3),0,LOINC:6883-3
,,,,Glucose 2.5H p 100 g Glc PO SerPl-mCnc (9375-7),0,LOINC:9375-7
,,,,Glucose 3.5H p 100 g Glc PO SerPl-mCnc (9376-5),0,LOINC:9376-5
,,,,Glucose 4.5H p 100 g Glc PO SerPl-mCnc (9377-3),0,LOINC:9377-3
,,,,Glucose 5.5H p 100 g Glc PO SerPl-mCnc (9378-1),0,LOINC:9378-1
,,,,Glucose (LP14635-4),0,LOINC:LP14635-4
,,,,Glucose (LP14635-4),8319,LOINC:LP14635-4
,,,,Glucose (LP14635-4),213609,LOINC:LP14635-4
,,,,Glucose (LP14635-4),99785,LOINC:LP14635-4
,,,,Glucose phosphate isomerase (LP15028-1),0,LOINC:LP15028-1
,,,,Glucose-6-Phosphatase (LP15600-7),0,LOINC:LP15600-7
,,,,Glucose-6-Phosphate dehydrogenase (LP15601-5),123,LOINC:LP15601-5
,,,,Glucose Phosphate Isomerase | Red Blood Cells (LP41286-3),0,LOINC:LP41286-3
,,,,Glucose | Peritoneal fluid (LP41772-2),0,LOINC:LP41772-2
,,,,Glucose | Dialysis fluid peritoneal (LP42104-7),0,LOINC:LP42104-7
,,random,,Glucose | Bld-Ser-Plas (LP42107-0),192479,LOINC:LP42107-0
,,,,Glucose | Dialysis fluid (LP42108-8),0,LOINC:LP42108-8
,,,,Glucose | Gastric fluid (LP43317-4),0,LOINC:LP43317-4
,,,,Glucose | Blood capillary (LP43629-2),54184,LOINC:LP43629-2
,,,,Glucose | Cerebral spinal fluid (LP43630-0),3130,LOINC:LP43630-0
,,,,Glucose | Body Fluid (LP43631-8),1615,LOINC:LP43631-8
,,,,Glucose | Pleural fluid (LP43632-6),0,LOINC:LP43632-6
,,,,Glucose | Synovial fluid (LP43633-4),0,LOINC:LP43633-4
,,,,Glucose | Urine (LP43854-6),35268,LOINC:LP43854-6
,,,,Glucose | Vitreous fluid (LP45027-7),0,LOINC:LP45027-7
,,,,Glucose-6-phosphate Dehydrogenase | Tissue & Smears (LP45700-9),0,LOINC:LP45700-9
,,,,Glucose tolerance | Bld-Ser-Plas (LP46694-3),0,LOINC:LP46694-3
,,,,Glucose Phosphate Isomerase | Bld-Ser-Plas (LP47613-2),0,LOINC:LP47613-2
,,,,Glucose-6-phosphatase | Bld-Ser-Plas (LP47619-9),0,LOINC:LP47619-9
,,,,Glucose-6-phosphatase | Tissue & Smears (LP47622-3),0,LOINC:LP47622-3
,,,,Glucose-6-phosphate Dehydrogenase | Red Blood Cells (LP47626-4),123,LOINC:LP47626-4
,,,,Glucose-6-phosphate Dehydrogenase | Bld-Ser-Plas (LP47633-0),0,LOINC:LP47633-0
,,,,Glucose-6-phosphate Dehydrogenase | White blood cells (LP47646-2),0,LOINC:LP47646-2
,,,,Uridine Diphosphate Glucose-4-epimerase | Bld-Ser-Plas (LP49539-7),0,LOINC:LP49539-7
,,,,Glucose | XXX (LP50003-0),0,LOINC:LP50003-0
,,,,Glucose-6-phosphatase | Red Blood Cells (LP50204-4),0,LOINC:LP50204-4
,,,,Glucose | Pericardial fluid (LP50386-9),0,LOINC:LP50386-9
,,,,Glucose | Blood arterial (LP51365-2),0,LOINC:LP51365-2
,,,,Glucose | Blood venous (LP51830-5),0,LOINC:LP51830-5
,,,,Vendor Device Model Code | Glucose Meter Device (LP52351-1),0,LOINC:LP52351-1
,,,,Glucose-6-phosphate Dehydrogenase Phenotype | Red Blood Cells (LP52400-6),0,LOINC:LP52400-6
,,,,Glucose | Amniotic Fluid (LP54273-5),0,LOINC:LP54273-5
,,,,Glucose.protein Bound | Bld-Ser-Plas (LP54409-5),0,LOINC:LP54409-5
,,,,Glucose | Stool (LP61928-5),0,LOINC:LP61928-5
,,,,Glucose | Blood cord (LP62053-1),0,LOINC:LP62053-1
,,,,Glucose.PO | Dose (LP63104-1),0,LOINC:LP63104-1
,,,,Glucose.IV | Dose (LP63124-9),0,LOINC:LP63124-9
,,,,Glucose | Total parental nutrition (LP70004-4),0,LOINC:LP70004-4
,,,,Glucose | Nonbiological fluid (LP70033-3),0,LOINC:LP70033-3
,,,,Glucose tetrasaccharide | Urine (LP71460-7),0,LOINC:LP71460-7
,,random,,Estimated average glucose | Bld-Ser-Plas (LP71758-4),48739,LOINC:LP71758-4
,,,,Glucose | Water (LP89681-8),0,LOINC:LP89681-8
,,,,Glucose-6-Phosphate dehydrogenase | Dried blood spot (LP96587-8),0,LOINC:LP96587-8
,,,iu_lab,,,
,,random,,Glucose 1h p meal SerPl-mCnc (10449-7),0,LOINC:10449-7
,,fasting,,Glucose p 10h fast SerPl-mCnc (10450-5),0,LOINC:10450-5
,,,,Glucose 15M p 50 g Lac PO SerPl-mCnc (10832-4),0,LOINC:10832-4
,,,,Glucose 2.5h p 75 g Glc PO Ur Ql Strip (10966-0),0,LOINC:10966-0
,,,,Glucose 3.5h p 75 g Glc PO Ur Ql Strip (10967-8),0,LOINC:10967-8
,,,,Glucose 4.5h p 75 g Glc PO Ur Ql Strip (10968-6),0,LOINC:10968-6
,,,,Glucose 45M p 50 g Lac PO SerPl-mCnc (11032-0),0,LOINC:11032-0
,,,,Glucose 15M p 100 g Glc PO SerPl-mCnc (11142-7),0,LOINC:11142-7
,,,,Glucose 45M p 100 g Glc PO SerPl-mCnc (11143-5),0,LOINC:11143-5
,,,,Glucose 2h p PD Prt-mCnc (12218-4),0,LOINC:12218-4
,,,,Glucose 4h p PD Prt-mCnc (12219-2),0,LOINC:12219-2
,,,,Glucose 12h p PD Prt-mCnc (12220-0),0,LOINC:12220-0
,,,,Glucose pre dial DiafP-mCnc (12607-8),0,LOINC:12607-8
,,,,Glucose 2h spec DiafP-mCnc (12608-6),0,LOINC:12608-6
,,,,Glucose 4h spec DiafP-mCnc (12609-4),0,LOINC:12609-4
,,random,,Glucose 2h p chal SerPl-mCnc (12610-2),0,LOINC:12610-2
,,,,Glucose 4h spec SerPl-mCnc (12611-0),0,LOINC:12611-0
,,,,Glucose 2h spec Dial fld-mCnc (12612-8),0,LOINC:12612-8
,,,,Glucose 4h spec Dial fld-mCnc (12613-6),0,LOINC:12613-6
,,,,Glucose 7h p meal SerPl-mCnc (12614-4),0,LOINC:12614-4
,,,,Glucose sp1 p chal SerPl-mCnc (12615-1),0,LOINC:12615-1
,,,,Glucose sp2 p chal SerPl-mCnc (12616-9),0,LOINC:12616-9
,,,,Glucose sp3 p chal SerPl-mCnc (12617-7),0,LOINC:12617-7
,,,,Glucose sp4 p chal SerPl-mCnc (12618-5),0,LOINC:12618-5
,,,,Glucose sp5 p chal SerPl-mCnc (12619-3),0,LOINC:12619-3
,,,,Glucose sp6 p chal SerPl-mCnc (12620-1),0,LOINC:12620-1
,,,,Glucose sp9 p chal SerPl-mCnc (12621-9),0,LOINC:12621-9
,,,,Glucose sp10 p chal SerPl-mCnc (12622-7),0,LOINC:12622-7
,,,,Glucose sp11 p chal SerPl-mCnc (12623-5),0,LOINC:12623-5
,,,,Glucose sp12 p chal SerPl-mCnc (12624-3),0,LOINC:12624-3
,,,,Glucose sp13 p chal SerPl-mCnc (12625-0),0,LOINC:12625-0
,,,,Glucose sp14 p chal SerPl-mCnc (12626-8),0,LOINC:12626-8
,,,,Glucose sp15 p chal SerPl-mCnc (12627-6),0,LOINC:12627-6
,,,,Glucose DiafP-mCnc (12628-4),0,LOINC:12628-4
,,,,Glucose 24h DiafP-mCnc (12629-2),0,LOINC:12629-2
,,,,Glucose sp1 DiafP-mCnc (12630-0),0,LOINC:12630-0
,,,,Glucose sp2 DiafP-mCnc (12631-8),0,LOINC:12631-8
,,,,Glucose sp3 DiafP-mCnc (12632-6),0,LOINC:12632-6
,,,,Glucose sp4 DiafP-mCnc (12633-4),0,LOINC:12633-4
,,,,Glucose sp5 DiafP-mCnc (12634-2),0,LOINC:12634-2
,,,,Glucose sp6 DiafP-mCnc (12635-9),0,LOINC:12635-9
,,,,Glucose sp7 DiafP-mCnc (12636-7),0,LOINC:12636-7
,,,,Glucose sp8 p chal DiafP-mCnc (12637-5),0,LOINC:12637-5
,,,,Glucose pre Lac PO SerPl-mCnc (12638-3),0,LOINC:12638-3
,,,,Glucose 15M p chal SerPl-mCnc (12639-1),0,LOINC:12639-1
,,,,Glucose 6.5h p chal SerPl-mCnc (12640-9),0,LOINC:12640-9
,,,,Glucose 7h p chal SerPl-mCnc (12641-7),0,LOINC:12641-7
,,,,Glucose 7.5h p chal SerPl-mCnc (12642-5),0,LOINC:12642-5
,,,,Glucose 8h p chal SerPl-mCnc (12643-3),0,LOINC:12643-3
,,,,Glucose 9h p chal SerPl-mCnc (12644-1),0,LOINC:12644-1
,,,,Glucose 10h p chal SerPl-mCnc (12645-8),0,LOINC:12645-8
,,random,,Glucose 1h p chal SerPl-mCnc (12646-6),0,LOINC:12646-6
,,,,Glucose 12h p chal SerPl-mCnc (12647-4),0,LOINC:12647-4
,,,,Glucose 15M p Lac PO SerPl-mCnc (12648-2),0,LOINC:12648-2
,,,,Glucose sp6 p Lac SerPl-mCnc (12649-0),0,LOINC:12649-0
,,,,Glucose 3.5h p Lac PO SerPl-mCnc (12650-8),0,LOINC:12650-8
,,,,Glucose 10M pre chal SerPl-mCnc (12651-6),0,LOINC:12651-6
,,,,Glucose 2M p chal SerPl-mCnc (12652-4),0,LOINC:12652-4
,,,,Glucose 8M p chal SerPl-mCnc (12653-2),0,LOINC:12653-2
,,,,Glucose 10M p chal SerPl-mCnc (12654-0),0,LOINC:12654-0
,,,,Glucose 20M p chal SerPl-mCnc (12655-7),0,LOINC:12655-7
,,,,Glucose 4M p chal SerPl-mCnc (12656-5),0,LOINC:12656-5
,,,,Glucose 40M p chal SerPl-mCnc (12657-3),0,LOINC:12657-3
